    Node          RMS_X          RMS_Y          RMS_Z           Xdef           Ydef           Zdef
   903.0   0.0000082361   0.0011872800   0.0003491467   1.5636082361   0.0193552800  -0.0871898533
   904.0   0.0000097880   0.0010381572   0.0002867515   1.5636097880   0.0137091572  -0.0732932485
   905.0   0.0000111564   0.0008941839   0.0002361924   1.5636111564   0.0090325839  -0.0590428076
   906.0   0.0000121216   0.0007611514   0.0001973124   1.5636121216   0.0053518514  -0.0445056876
   907.0   0.0000127141   0.0006481949   0.0001698563   1.5636127141   0.0026927949  -0.0297491437
   908.0   0.0000130205   0.0005691461   0.0001535388   1.5636130205   0.0010811261  -0.0148414612
   909.0   0.0000131135   0.0005401276   0.0001481269   1.5636131135   0.0005401277   0.0001462688
   910.0   0.0000130205   0.0005691489   0.0001535287   1.5636130205   0.0010801689   0.0151445287
   911.0   0.0000127141   0.0006482003   0.0001698356   1.5636127141   0.0026909003   0.0300848356
   912.0   0.0000121216   0.0007611591   0.0001972810   1.5636121216   0.0053489591   0.0448972810
   913.0   0.0000111564   0.0008941953   0.0002361494   1.5636111564   0.0090287953   0.0595121494
   914.0   0.0000097880   0.0010381721   0.0002866971   1.5636097880   0.0137051721   0.0738636971
   915.0   0.0000082361   0.0011872993   0.0003490812   1.5636082361   0.0193502993   0.0878850812
   916.0   0.0000075042   0.0013376912   0.0004232985   1.5636075042   0.0259346912   0.1015132985
   917.0   0.0000094950   0.0014865181   0.0005091403   1.5636094950   0.0334275181   0.1146791403
   918.0   0.0000147068   0.0016315957   0.0006061814   1.5636147068   0.0417895957   0.1273261814
   919.0   0.0000224732   0.0017712062   0.0007138222   1.5636224732   0.0509832062   0.1393938222
   920.0   0.0000324944   0.0019040414   0.0008313740   1.5636324944   0.0609650414   0.1508313740
   921.0   0.0000324179   0.0018736576   0.0008182465   1.5486324179   0.0609436576  -0.1491817535
   922.0   0.0000224169   0.0017429205   0.0007025551   1.5486224169   0.0509639205  -0.1379774449
   923.0   0.0000146671   0.0016055103   0.0005966150   1.5486146671   0.0417715103  -0.1261233850
   924.0   0.0000094682   0.0014627143   0.0005011052   1.5486094682   0.0334107143  -0.1136688948
   925.0   0.0000074854   0.0013162231   0.0004166170   1.5486074854   0.0259202231  -0.1006733830
   926.0   0.0000082179   0.0011681857   0.0003435690   1.5486082179   0.0193361857  -0.0871954310
   927.0   0.0000097659   0.0010213851   0.0002821672   1.5486097659   0.0136923851  -0.0732978328
   928.0   0.0000111294   0.0008796434   0.0002324142   1.5486111294   0.0090180434  -0.0590465858
   929.0   0.0000120903   0.0007486573   0.0001941550   1.5486120903   0.0053393573  -0.0445088450
   930.0   0.0000126794   0.0006374192   0.0001671380   1.5486126794   0.0026820192  -0.0297518620
   931.0   0.0000129838   0.0005595561   0.0001510816   1.5486129838   0.0010715361  -0.0148439184
   932.0   0.0000130760   0.0005309680   0.0001457566   1.5486130760   0.0005309681   0.0001438983
   933.0   0.0000129838   0.0005595588   0.0001510718   1.5486129838   0.0010705788   0.0151420718
   934.0   0.0000126794   0.0006374245   0.0001671176   1.5486126794   0.0026801245   0.0300821176
   935.0   0.0000120903   0.0007486655   0.0001941240   1.5486120903   0.0053364655   0.0448941240
   936.0   0.0000111294   0.0008796546   0.0002323719   1.5486111294   0.0090142546   0.0595083719
   937.0   0.0000097659   0.0010213999   0.0002821137   1.5486097659   0.0136883999   0.0738591137
   938.0   0.0000082180   0.0011682050   0.0003435043   1.5486082180   0.0193312050   0.0878795043
   939.0   0.0000074854   0.0013162468   0.0004165414   1.5486074854   0.0259132468   0.1015065414
   940.0   0.0000094682   0.0014627437   0.0005010192   1.5486094682   0.0334037437   0.1146710192
   941.0   0.0000146671   0.0016055448   0.0005965188   1.5486146671   0.0417635448   0.1273165188
   942.0   0.0000224169   0.0017429638   0.0007024496   1.5486224169   0.0509549638   0.1393824496
   943.0   0.0000324179   0.0018737085   0.0008181323   1.5486324179   0.0609347085   0.1508181323
   944.0   0.0000323373   0.0018433893   0.0008050365   1.5336323373   0.0609133893  -0.1491949635
   945.0   0.0000223578   0.0017147366   0.0006912080   1.5336223578   0.0509357366  -0.1379887920
   946.0   0.0000146256   0.0015795144   0.0005869734   1.5336146256   0.0417455144  -0.1261330266
   947.0   0.0000094403   0.0014389893   0.0004930010   1.5336094403   0.0333869893  -0.1136769990
   948.0   0.0000074657   0.0012948241   0.0004098736   1.5336074657   0.0258988241  -0.1006801264
   949.0   0.0000081988   0.0011491322   0.0003380034   1.5336081988   0.0193171322  -0.0872009966
   950.0   0.0000097426   0.0010046511   0.0002775928   1.5336097426   0.0136756511  -0.0733024072
   951.0   0.0000111011   0.0008651386   0.0002286443   1.5336111011   0.0090035386  -0.0590503557
   952.0   0.0000120575   0.0007361969   0.0001910046   1.5336120575   0.0053268969  -0.0445119954
   953.0   0.0000126432   0.0006266767   0.0001644254   1.5336126432   0.0026712767  -0.0297545746
   954.0   0.0000129454   0.0005499991   0.0001486299   1.5336129454   0.0010619791  -0.0148463701
   955.0   0.0000130369   0.0005218414   0.0001433911   1.5336130369   0.0005218415   0.0001415326
   956.0   0.0000129454   0.0005500018   0.0001486199   1.5336129454   0.0010610218   0.0151396199
   957.0   0.0000126432   0.0006266818   0.0001644055   1.5336126432   0.0026693818   0.0300794055
   958.0   0.0000120575   0.0007362051   0.0001909740   1.5336120575   0.0053240051   0.0448909740
   959.0   0.0000111011   0.0008651493   0.0002286027   1.5336111011   0.0089997493   0.0595046027
   960.0   0.0000097426   0.0010046656   0.0002775401   1.5336097426   0.0136716656   0.0738545401
   961.0   0.0000081988   0.0011491512   0.0003379395   1.5336081988   0.0193121512   0.0878739395
   962.0   0.0000074657   0.0012948476   0.0004097992   1.5336074657   0.0258918476   0.1014997992
   963.0   0.0000094403   0.0014390185   0.0004929161   1.5336094403   0.0333800185   0.1146629161
   964.0   0.0000146256   0.0015795485   0.0005868790   1.5336146256   0.0417375485   0.1273068790
   965.0   0.0000223578   0.0017147796   0.0006911043   1.5336223578   0.0509267796   0.1393711043
   966.0   0.0000323373   0.0018434381   0.0008049234   1.5336323373   0.0609044381   0.1508049234
   967.0   0.0000322523   0.0018131897   0.0007918613   1.5185322523   0.0608831897  -0.1492081387
   968.0   0.0000222958   0.0016866174   0.0006798909   1.5185222958   0.0509076174  -0.1380001091
   969.0   0.0000145823   0.0015535764   0.0005773562   1.5185145823   0.0417195764  -0.1261426438
   970.0   0.0000094112   0.0014153167   0.0004849164   1.5185094112   0.0333633167  -0.1136850836
   971.0   0.0000074451   0.0012734722   0.0004031459   1.5185074451   0.0258774722  -0.1006868541
   972.0   0.0000081786   0.0011301220   0.0003324504   1.5185081786   0.0192981220  -0.0872065496
   973.0   0.0000097182   0.0009879565   0.0002730288   1.5185097182   0.0136589565  -0.0733069712
   974.0   0.0000110715   0.0008506701   0.0002248829   1.5185110715   0.0089890701  -0.0590541171
   975.0   0.0000120232   0.0007237718   0.0001878612   1.5185120232   0.0053144718  -0.0445151388
   976.0   0.0000126054   0.0006159682   0.0001617191   1.5185126054   0.0026605682  -0.0297572809
   977.0   0.0000129054   0.0005404762   0.0001461833   1.5185129054   0.0010524562  -0.0148488167
   978.0   0.0000129962   0.0005127489   0.0001410308   1.5185129962   0.0005127490   0.0001391721
   979.0   0.0000129054   0.0005404789   0.0001461738   1.5185129054   0.0010514989   0.0151371738
   980.0   0.0000126054   0.0006159733   0.0001616995   1.5185126054   0.0026586733   0.0300766995
   981.0   0.0000120232   0.0007237795   0.0001878312   1.5185120232   0.0053115795   0.0448878312
   982.0   0.0000110715   0.0008506809   0.0002248419   1.5185110715   0.0089852809   0.0595008419
   983.0   0.0000097182   0.0009879705   0.0002729769   1.5185097182   0.0136549705   0.0738499769
   984.0   0.0000081787   0.0011301403   0.0003323878   1.5185081787   0.0192931403   0.0878683878
   985.0   0.0000074451   0.0012734953   0.0004030728   1.5185074451   0.0258704953   0.1014930728
   986.0   0.0000094112   0.0014153456   0.0004848334   1.5185094112   0.0333563456   0.1146548334
   987.0   0.0000145823   0.0015536102   0.0005772630   1.5185145823   0.0417116102   0.1272972630
   988.0   0.0000222958   0.0016866586   0.0006797885   1.5185222958   0.0508986586   0.1393597885
   989.0   0.0000322523   0.0018132380   0.0007917504   1.5185322523   0.0608742380   0.1507917504
   990.0   0.0000321629   0.0017830642   0.0007787255   1.5035321629   0.0608530642  -0.1492212745
   991.0   0.0000222309   0.0016585644   0.0006686051   1.5035222309   0.0508795644  -0.1380113949
   992.0   0.0000145371   0.0015277007   0.0005677651   1.5035145371   0.0416937007  -0.1261522349
   993.0   0.0000093809   0.0013917002   0.0004768528   1.5035093809   0.0333397002  -0.1136931472
   994.0   0.0000074234   0.0012521709   0.0003964353   1.5035074234   0.0258561709  -0.1006935647
   995.0   0.0000081574   0.0011111570   0.0003269110   1.5035081574   0.0192791570  -0.0872120890
   996.0   0.0000096925   0.0009713033   0.0002684757   1.5035096925   0.0136423033  -0.0733115243
   997.0   0.0000110404   0.0008362397   0.0002211303   1.5035110404   0.0089746397  -0.0590578697
   998.0   0.0000119875   0.0007113827   0.0001847253   1.5035119875   0.0053020827  -0.0445182747
   999.0   0.0000125660   0.0006052949   0.0001590193   1.5035125660   0.0026498949  -0.0297599807
  1000.0   0.0000128637   0.0005309884   0.0001437426   1.5035128637   0.0010429684  -0.0148512574
  1001.0   0.0000129537   0.0005036920   0.0001386763   1.5035129537   0.0005036921   0.0001368174
  1002.0   0.0000128637   0.0005309911   0.0001437332   1.5035128637   0.0010420111   0.0151347332
  1003.0   0.0000125660   0.0006052999   0.0001589999   1.5035125660   0.0026479999   0.0300739999
  1004.0   0.0000119875   0.0007113905   0.0001846958   1.5035119875   0.0052991905   0.0448846958
  1005.0   0.0000110404   0.0008362506   0.0002210900   1.5035110404   0.0089708506   0.0594970900
  1006.0   0.0000096926   0.0009713171   0.0002684248   1.5035096926   0.0136383171   0.0738454248
  1007.0   0.0000081574   0.0011111749   0.0003268494   1.5035081574   0.0192741749   0.0878628494
  1008.0   0.0000074234   0.0012521937   0.0003963634   1.5035074234   0.0258491937   0.1014863634
  1009.0   0.0000093809   0.0013917285   0.0004767708   1.5035093809   0.0333327285   0.1146467708
  1010.0   0.0000145371   0.0015277346   0.0005676733   1.5035145371   0.0416857346   0.1272876733
  1011.0   0.0000222309   0.0016586051   0.0006685050   1.5035222309   0.0508706051   0.1393485050
  1012.0   0.0000321629   0.0017831119   0.0007786165   1.5035321629   0.0608441119   0.1507786165
  1013.0   0.0000320691   0.0017530182   0.0007656307   1.4885320691   0.0608230182  -0.1492343693
  1014.0   0.0000221630   0.0016305860   0.0006573544   1.4885221630   0.0508515860  -0.1380226456
  1015.0   0.0000144899   0.0015018914   0.0005582014   1.4885144899   0.0416678914  -0.1261617986
  1016.0   0.0000093493   0.0013681431   0.0004688115   1.4885093493   0.0333161431  -0.1137011885
  1017.0   0.0000074008   0.0012309226   0.0003897423   1.4885074008   0.0258349226  -0.1007002577
  1018.0   0.0000081352   0.0010922399   0.0003213858   1.4885081352   0.0192602399  -0.0872176142
  1019.0   0.0000096657   0.0009546932   0.0002639340   1.4885096657   0.0136256932  -0.0733160660
  1020.0   0.0000110080   0.0008218496   0.0002173872   1.4885110080   0.0089602496  -0.0590616128
  1021.0   0.0000119502   0.0006990310   0.0001815972   1.4885119502   0.0052897310  -0.0445214028
  1022.0   0.0000125250   0.0005946582   0.0001563259   1.4885125250   0.0026392582  -0.0297626741
  1023.0   0.0000128203   0.0005215373   0.0001413080   1.4885128203   0.0010335173  -0.0148536920
  1024.0   0.0000129096   0.0004946715   0.0001363274   1.4885129096   0.0004946716   0.0001344683
  1025.0   0.0000128203   0.0005215398   0.0001412986   1.4885128203   0.0010325598   0.0151322986
  1026.0   0.0000125250   0.0005946632   0.0001563068   1.4885125250   0.0026373632   0.0300713068
  1027.0   0.0000119502   0.0006990386   0.0001815682   1.4885119502   0.0052868386   0.0448815682
  1028.0   0.0000110080   0.0008218598   0.0002173476   1.4885110080   0.0089564598   0.0594933476
  1029.0   0.0000096657   0.0009547069   0.0002638839   1.4885096657   0.0136217069   0.0738408839
  1030.0   0.0000081352   0.0010922577   0.0003213253   1.4885081352   0.0192552577   0.0878573253
  1031.0   0.0000074008   0.0012309449   0.0003896716   1.4885074008   0.0258279449   0.1014796716
  1032.0   0.0000093493   0.0013681705   0.0004687314   1.4885093493   0.0333091705   0.1146387314
  1033.0   0.0000144899   0.0015019246   0.0005581114   1.4885144899   0.0416599246   0.1272781114
  1034.0   0.0000221629   0.0016306248   0.0006572553   1.4885221629   0.0508426248   0.1393372553
  1035.0   0.0000320691   0.0017530648   0.0007655235   1.4885320691   0.0608140648   0.1507655235
  1036.0   0.0000319708   0.0017230579   0.0007525800   1.4734319708   0.0607930579  -0.1492474200
  1037.0   0.0000220920   0.0016026835   0.0006461394   1.4734220920   0.0508236835  -0.1380338606
  1038.0   0.0000144409   0.0014761514   0.0005486680   1.4734144409   0.0416421514  -0.1261713320
  1039.0   0.0000093165   0.0013446492   0.0004607947   1.4734093165   0.0332926492  -0.1137092053
  1040.0   0.0000073772   0.0012097310   0.0003830684   1.4734073772   0.0258137310  -0.1007069316
  1041.0   0.0000081118   0.0010733731   0.0003158757   1.4734081118   0.0192413731  -0.0872231243
  1042.0   0.0000096375   0.0009381286   0.0002594045   1.4734096375   0.0136091286  -0.0733205955
  1043.0   0.0000109742   0.0008075008   0.0002136538   1.4734109742   0.0089459008  -0.0590653462
  1044.0   0.0000119113   0.0006867185   0.0001784773   1.4734119113   0.0052774185  -0.0445245227
  1045.0   0.0000124823   0.0005840596   0.0001536395   1.4734124823   0.0026286596  -0.0297653605
  1046.0   0.0000127752   0.0005121239   0.0001388796   1.4734127752   0.0010241039  -0.0148561204
  1047.0   0.0000128636   0.0004856890   0.0001339845   1.4734128636   0.0004856891   0.0001321252
  1048.0   0.0000127752   0.0005121263   0.0001388704   1.4734127752   0.0010231463   0.0151298704
  1049.0   0.0000124823   0.0005840644   0.0001536209   1.4734124823   0.0026267644   0.0300686209
  1050.0   0.0000119113   0.0006867261   0.0001784488   1.4734119113   0.0052745261   0.0448784488
  1051.0   0.0000109742   0.0008075111   0.0002136150   1.4734109742   0.0089421111   0.0594896150
  1052.0   0.0000096375   0.0009381422   0.0002593553   1.4734096375   0.0136051422   0.0738363553
  1053.0   0.0000081118   0.0010733907   0.0003158161   1.4734081118   0.0192363907   0.0878518161
  1054.0   0.0000073772   0.0012097528   0.0003829988   1.4734073772   0.0258067528   0.1014729988
  1055.0   0.0000093165   0.0013446763   0.0004607151   1.4734093165   0.0332856763   0.1146307151
  1056.0   0.0000144409   0.0014761846   0.0005485791   1.4734144409   0.0416341846   0.1272685791
  1057.0   0.0000220920   0.0016027237   0.0006460427   1.4734220920   0.0508147237   0.1393260427
  1058.0   0.0000319708   0.0017231041   0.0007524747   1.4734319708   0.0607841041   0.1507524747
  1059.0   0.0000318679   0.0016931867   0.0007395758   1.4584318679   0.0607631867  -0.1492604242
  1060.0   0.0000220180   0.0015748638   0.0006349635   1.4584220180   0.0507958638  -0.1380450365
  1061.0   0.0000143899   0.0014504861   0.0005391652   1.4584143899   0.0416164861  -0.1261808348
  1062.0   0.0000092825   0.0013212211   0.0004528021   1.4584092825   0.0332692211  -0.1137171979
  1063.0   0.0000073526   0.0011885981   0.0003764143   1.4584073526   0.0257925981  -0.1007135857
